HMS LINCS Batch ID,HMS LINCS ID,Name,Alternative Names,LINCS ID,PubChem CID,ChEBI ID,ChEMBL ID,Molecular Mass,InChi,InChi Key,SMILES,Relevant Citations,Comments,Provider,Provider Batch ID,Molecular Weight,Purity,Purification Method,Chemical Synthesis Reference,Date Publicly Available,Most Recent Update
10228-102-2,10228,IKK16,,LSM-2309,9549298,,,483.21,"InChI=1S/C28H29N5OS/c34-27(33-17-12-23(13-18-33)32-15-3-4-16-32)20-7-9-22(10-8-20)30-28-29-14-11-24(31-28)26-19-21-5-1-2-6-25(21)35-26/h1-2,5-11,14,19,23H,3-4,12-13,15-18H2,(H,29,30,31)",BWZJBXAPRCVCKQ-UHFFFAOYSA-N,C1CCN(C1)C2CCN(CC2)C(=O)C3=CC=C(C=C3)NC4=NC=CC(=N4)C5=CC6=CC=CC=C6S5,,,Tocris,,520.090000,,,,,2016-04-04
10230-101-2,10230,Lestaurtinib,CEP-701,LSM-1231,126565,,,439.15,"InChI=1S/C26H21N3O4/c1-25-26(32,12-30)10-18(33-25)28-16-8-4-2-6-13(16)20-21-15(11-27-24(21)31)19-14-7-3-5-9-17(14)29(25)23(19)22(20)28/h2-9,18,30,32H,10-12H2,1H3,(H,27,31)/t18-,25+,26+/m1/s1",UIARLYUEJFELEN-LROUJFHJSA-N,C[C@@]12[C@](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)(CO)O,,,LC Laboratories,,439.460000,,,,,2016-04-04
10232-101-2,10232,Dactolisib,BEZ235; NVP-BEZ235,LSM-4255,11977753,,,469.19,"InChI=1S/C30H23N5O/c1-30(2,18-31)22-9-11-23(12-10-22)35-28-24-15-19(21-14-20-6-4-5-7-25(20)32-16-21)8-13-26(24)33-17-27(28)34(3)29(35)36/h4-17H,1-3H3",JOGKUKXHTYWRGZ-UHFFFAOYSA-N,CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CC6=CC=CC=C6N=C5,,,Selleck Chemicals,,,,,,,2016-08-17
10235-101-2,10235,Everolimus,RAD001,LSM-4258,53398658,,,957.58,"InChI=1S/C53H83NO14/c1-32-16-12-11-13-17-33(2)44(63-8)30-40-21-19-38(7)53(62,68-40)50(59)51(60)54-23-15-14-18-41(54)52(61)67-45(35(4)28-39-20-22-43(66-25-24-55)46(29-39)64-9)31-42(56)34(3)27-37(6)48(58)49(65-10)47(57)36(5)26-32/h11-13,16-17,27,32,34-36,38-41,43-46,48-49,55,58,62H,14-15,18-26,28-31H2,1-10H3",HKVAMNSJSFKALM-UHFFFAOYSA-N,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OCCO)C)C)O)OC)C)C)C)OC,,,LC Laboratories,,958.220000,,,,,2016-04-04
10236-101-1,10236,17-AAG,Tanespimycin,LSM-43239,151069,,,585.31,"InChI=1S/C31H43N3O8/c1-8-12-33-26-21-13-17(2)14-25(41-7)27(36)19(4)15-20(5)29(42-31(32)39)24(40-6)11-9-10-18(3)30(38)34-22(28(21)37)16-23(26)35/h8-11,15-17,19,24-25,27,29,33,36H,1,12-14H2,2-7H3,(H2,32,39)(H,34,38)/t17-,19+,24+,25+,27-,29+/m1/s1",AYUNIORJHRXIBJ-JDHGPBJTSA-N,C[C@H]1C[C@@H]([C@@H]([C@H](C=C([C@@H]([C@H](C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)NCC=C)C)OC)OC(=O)N)C)C)O)OC,,,LC Laboratories,,585.690000,,,,,2018-03-30
10237-101-1,10237,5-DFUR,5-FdUR; Doxifluridine,LSM-6359,18343,,,246.07,"InChI=1S/C9H11FN2O5/c1-3-5(13)6(14)8(17-3)12-2-4(10)7(15)11-9(12)16/h2-3,5-6,8,13-14H,1H3,(H,11,15,16)/t3-,5-,6-,8-/m1/s1",ZWAOHEXOSAUJHY-ZIYNGMLESA-N,C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=C(C(=O)NC2=O)F)O)O,,,Sigma-Aldrich,,246.190000,,,,,2016-04-04
10238-101-1,10238,5-FU,Fluorouracil,LSM-4261,3385,,,130.02,"InChI=1S/C4H3FN2O2/c5-2-1-6-4(9)7-3(2)8/h1H,(H2,6,7,8,9)",GHASVSINZRGABV-UHFFFAOYSA-N,C1=C(C(=O)NC(=O)N1)F,,,Celgene,,,,,,,2016-04-04
10239-101-1,10239,AG1024,Tyrphostin AG 1024,LSM-4262,2044,,,304.02,"InChI=1S/C14H13BrN2O/c1-14(2,3)11-5-9(4-10(7-16)8-17)6-12(15)13(11)18/h4-6,18H,1-3H3",ABBADGFSRBWENF-UHFFFAOYSA-N,CC(C)(C)C1=C(C(=CC(=C1)C=C(C#N)C#N)Br)O,,,Calbiochem,,305.170000,,,,,2016-04-04
10240-101-1,10240,AS-252424,,LSM-4263,56965900,,,305.02,"InChI=1S/C14H8FNO4S/c15-7-1-3-9(10(17)5-7)11-4-2-8(20-11)6-12-13(18)16-14(19)21-12/h1-6,17H,(H,16,18,19)",OYYVWNDMOQPMGE-UHFFFAOYSA-N,C1=CC(=C(C=C1F)O)C2=CC=C(O2)C=C3C(=O)NC(=O)S3,,,Sigma-Aldrich,,305.280000,,,,,2016-04-04
10241-101-1,10241,Bortezomib,Velcade,LSM-6281,387447,,,384.20,"InChI=1S/C19H25BN4O4/c1-13(2)10-17(20(27)28)24-18(25)15(11-14-6-4-3-5-7-14)23-19(26)16-12-21-8-9-22-16/h3-9,12-13,15,17,27-28H,10-11H2,1-2H3,(H,23,26)(H,24,25)/t15-,17-/m0/s1",GXJABQQUPOEUTA-RDJZCZTQSA-N,B([C@H](CC(C)C)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,,,LC Laboratories,,384.240000,,,,,2016-04-04
10241-101-4,10241,Bortezomib,Velcade,LSM-6281,387447,,,384.20,"InChI=1S/C19H25BN4O4/c1-13(2)10-17(20(27)28)24-18(25)15(11-14-6-4-3-5-7-14)23-19(26)16-12-21-8-9-22-16/h3-9,12-13,15,17,27-28H,10-11H2,1-2H3,(H,23,26)(H,24,25)/t15-,17-/m0/s1",GXJABQQUPOEUTA-RDJZCZTQSA-N,B([C@H](CC(C)C)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,,,LC Laboratories,,384.240000,,,,,2016-04-04
10242-101-1,10242,Carboplatin,,LSM-44959,5237030,,,371.04,"InChI=1S/C6H8O4.2H3N.Pt/c7-4(8)6(5(9)10)2-1-3-6;;;/h1-3H2,(H,7,8)(H,9,10);2*1H3;/q;;;+2/p-2",OLESAACUTLOWQZ-UHFFFAOYSA-L,C1CC(C1)(C(=O)[O-])C(=O)[O-].N.N.[Pt+2],,,,,,,,,,2018-03-30
10243-999-1,10243,CGC-11047,PG11047,LSM-4266,476863,,,256.26,"InChI=1S/C14H32N4/c1-3-15-11-7-13-17-9-5-6-10-18-14-8-12-16-4-2/h5-6,15-18H,3-4,7-14H2,1-2H3",XFWLTFZLLXVKDY-UHFFFAOYSA-N,CCNCCCNCC=CCNCCCNCC,,,Progen Pharmaceuticals Ltd.,,,,,,,2016-12-02
10245-101-1,10245,Cisplatin,CDDP; cis-Diaminodichloroplatinum; Cisplatinum; Lederplatin; Briplatin; Cismaplat,LSM-4268,,,,298.96,InChI=1S/2ClH.2H3N.Pt/h2*1H;2*1H3;/q;;;;+2/p-2,LXZZYRPGZAFOLE-UHFFFAOYSA-L,N.N.[Cl-].[Cl-].[Pt+2],,,R Neve (LBL),,,,,,,2016-04-04
10246-101-1,10246,CPT-11,Irinotecan,LSM-2167,60838,,,586.28,"InChI=1S/C33H38N4O6/c1-3-22-23-16-21(43-32(40)36-14-10-20(11-15-36)35-12-6-5-7-13-35)8-9-27(23)34-29-24(22)18-37-28(29)17-26-25(30(37)38)19-42-31(39)33(26,41)4-2/h8-9,16-17,20,41H,3-7,10-15,18-19H2,1-2H3/t33-/m0/s1",UWKQSNNFCGGAFS-XIFFEERXSA-N,CCC1=C2C=C(C=CC2=NC3=C1CN4C3=CC5=C(C4=O)COC(=O)[C@@]5(CC)O)OC(=O)N6CCC(CC6)N7CCCCC7,,,J Park (UCSF),,,,,,,2016-04-04
10247-101-1,10247,Docetaxel,Taxotere,LSM-6360,148124,,,807.35,"InChI=1S/C43H53NO14/c1-22-26(55-37(51)32(48)30(24-15-11-9-12-16-24)44-38(52)58-39(3,4)5)20-43(53)35(56-36(50)25-17-13-10-14-18-25)33-41(8,34(49)31(47)29(22)40(43,6)7)27(46)19-28-42(33,21-54-28)57-23(2)45/h9-18,26-28,30-33,35,46-48,53H,19-21H2,1-8H3,(H,44,52)/t26-,27-,28+,30-,31+,32+,33-,35-,41+,42-,43+/m0/s1",ZDZOTLJHXYCWBA-VCVYQWHSSA-N,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,,,LC Laboratories,,807.880000,,,,,2016-04-04
10248-101-1,10248,Doxorubicin,Adriamycin,LSM-4062,31703,,,543.17,"InChI=1S/C27H29NO11/c1-10-22(31)13(28)6-17(38-10)39-15-8-27(36,16(30)9-29)7-12-19(15)26(35)21-20(24(12)33)23(32)11-4-3-5-14(37-2)18(11)25(21)34/h3-5,10,13,15,17,22,29,31,33,35-36H,6-9,28H2,1-2H3/t10-,13-,15-,17-,22+,27-/m0/s1",AOJJSUZBOXZQNB-TZSSRYMLSA-N,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O,,,J Park (UCSF),,,,,,,2016-04-04
10249-999-1,10249,Epirubicin,Ellence,LSM-2078,41867,,,543.17,"InChI=1S/C27H29NO11/c1-10-22(31)13(28)6-17(38-10)39-15-8-27(36,16(30)9-29)7-12-19(15)26(35)21-20(24(12)33)23(32)11-4-3-5-14(37-2)18(11)25(21)34/h3-5,10,13,15,17,22,29,31,33,35-36H,6-9,28H2,1-2H3/t10-,13-,15-,17-,22-,27-/m0/s1",AOJJSUZBOXZQNB-VTZDEGQISA-N,C[C@H]1[C@@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O,,,,,,,,,,2016-05-06
10250-101-1,10250,Etoposide,,LSM-6348,36462,,,588.18,"InChI=1S/C29H32O13/c1-11-36-9-20-27(40-11)24(31)25(32)29(41-20)42-26-14-7-17-16(38-10-39-17)6-13(14)21(22-15(26)8-37-28(22)33)12-4-18(34-2)23(30)19(5-12)35-3/h4-7,11,15,20-22,24-27,29-32H,8-10H2,1-3H3/t11-,15+,20-,21-,22+,24-,25-,26-,27-,29+/m1/s1",VJJPUSNTGOMMGY-MRVIYFEKSA-N,C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,,,Tocris,,588.560000,,,,,2016-04-04
10251-112-1,10251,Fascaplysin,,LSM-4272,73293,,,271.09,InChI=1S/C18H10N2O/c21-18-13-6-2-4-8-15(13)20-10-9-12-11-5-1-3-7-14(11)19-16(12)17(18)20/h1-10H/p+1,WYQIPCUPNMRAKP-UHFFFAOYSA-O,C1=CC=C2C(=C1)C3=C(N2)C4=[N+](C=C3)C5=CC=CC=C5C4=O,,,Sigma-Aldrich,,,,,,,2016-04-04
10252-999-1,10252,Gemcitabine,Gemzar,LSM-5333,60750,,,263.07,"InChI=1S/C9H11F2N3O4/c10-9(11)6(16)4(3-15)18-7(9)14-2-1-5(12)13-8(14)17/h1-2,4,6-7,15-16H,3H2,(H2,12,13,17)/t4-,6-,7-/m1/s1",SDUQYLNIPVEERB-QPPQHZFASA-N,C1=CN(C(=O)N=C1N)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F,,,,,,,,,,2016-05-06
10253-102-1,10253,Glycyl-H-1152,,LSM-4274,,,,376.16,"InChI=1S/C18H24N4O3S/c1-13-7-8-20-15-5-3-6-16(18(13)15)26(24,25)22-10-4-9-21(12-14(22)2)17(23)11-19/h3,5-8,14H,4,9-12,19H2,1-2H3/t14-/m0/s1",SKZNXANHXFSDNA-AWEZNQCLSA-N,NCC(N(C[C@@H]1C)CCCN1S(C2=CC=CC3=NC=CC(C)=C32)(=O)=O)=O,,,Tocris,,449.400000,,,,,2016-05-06
10255-101-1,10255,GSK1838705A,,LSM-4276,25182616,,,532.23,"InChI=1S/C27H29FN8O3/c1-29-26(38)23-17(28)6-5-7-18(23)31-25-16-8-10-30-24(16)33-27(34-25)32-19-13-20-15(12-21(19)39-4)9-11-36(20)22(37)14-35(2)3/h5-8,10,12-13H,9,11,14H2,1-4H3,(H,29,38)(H3,30,31,32,33,34)",HZTYDQRUAWIZRE-UHFFFAOYSA-N,CNC(=O)C1=C(C=CC=C1F)NC2=NC(=NC3=C2C=CN3)NC4=C(C=C5CCN(C5=C4)C(=O)CN(C)C)OC,,,GlaxoSmithKline,,,,,,,2016-05-06
10257-101-1,10257,GSK923295,,LSM-4278,68651179,,,591.26,"InChI=1S/C32H38ClN5O4/c1-20(2)42-29-13-12-24(16-27(29)33)32(41)35-25(17-34-30(40)19-37(4)5)15-22-8-10-23(11-9-22)28-18-38-14-6-7-26(21(3)39)31(38)36-28/h6-14,16,18,20-21,25,39H,15,17,19H2,1-5H3,(H,34,40)(H,35,41)/t21-,25?/m0/s1",WHMXDBPHBVLYRC-BWDMCYIDSA-N,C[C@@H](C1=CC=CN2C1=NC(=C2)C3=CC=C(C=C3)CC(CNC(=O)CN(C)C)NC(=O)C4=CC(=C(C=C4)OC(C)C)Cl)O,,,,,,,,,,2016-04-04
10258-110-1,10258,Ibandronate,Boniva,LSM-4279,44828485,,,318.09,"InChI=1S/C9H23NO7P2/c1-3-4-5-7-10(2)8-6-9(11,18(12,13)14)19(15,16)17/h11H,3-8H2,1-2H3,(H2,12,13,14)(H2,15,16,17)/p-1",MPBVHIBUJCELCL-UHFFFAOYSA-M,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)[O-],,,Sigma-Aldrich,,341.210000,,,,,2016-04-04
10259-101-1,10259,ICRF-193,,LSM-4280,115150,,,282.13,"InChI=1S/C12H18N4O4/c1-7(15-3-9(17)13-10(18)4-15)8(2)16-5-11(19)14-12(20)6-16/h7-8H,3-6H2,1-2H3,(H,13,17,18)(H,14,19,20)",OBYGAPWKTPDTAS-UHFFFAOYSA-N,CC(C(C)N1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,,,Sigma-Aldrich,,282.300000,,,,,2016-04-04
10260-999-1,10260,Ispinesib,SB-715992,LSM-5732,6851740,,,516.23,"InChI=1S/C30H33ClN4O2/c1-20(2)27(34(17-7-16-32)29(36)23-12-10-21(3)11-13-23)28-33-26-18-24(31)14-15-25(26)30(37)35(28)19-22-8-5-4-6-9-22/h4-6,8-15,18,20,27H,7,16-17,19,32H2,1-3H3/t27-/m1/s1",QJZRFPJCWMNVAV-HHHXNRCGSA-N,CC1=CC=C(C=C1)C(=O)N(CCCN)[C@@H](C2=NC3=C(C=CC(=C3)Cl)C(=O)N2CC4=CC=CC=C4)C(C)C,,,Cytokinetics,,,,,,,2016-05-06
10261-101-1,10261,Ixabepilone,Azaepothilone B; Ixempra,LSM-43293,216344,,,506.28,"InChI=1S/C27H42N2O5S/c1-15-9-8-10-27(7)22(34-27)12-20(16(2)11-19-14-35-18(4)28-19)29-23(31)13-21(30)26(5,6)25(33)17(3)24(15)32/h11,14-15,17,20-22,24,30,32H,8-10,12-13H2,1-7H3,(H,29,31)/t15-,17+,20-,21-,22-,24-,27+/m0/s1",FABUFPQFXZVHFB-DIZZFTFVSA-N,C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](NC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C,,,,,,,,,,2018-03-30
10262-101-1,10262,L-779450,,LSM-4283,9950176,,,347.08,"InChI=1S/C20H14ClN3O/c21-16-7-6-15(12-17(16)25)19-18(13-8-10-22-11-9-13)23-20(24-19)14-4-2-1-3-5-14/h1-12,25H,(H,23,24)",WXJLXRNWMLWVFB-UHFFFAOYSA-N,C1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC(=C(C=C4)Cl)O,,,EMD Millipore,,347.800000,,,,,2016-04-04
10263-101-1,10263,LBH589,Panobinostat,LSM-4284,57519507,,,349.18,"InChI=1S/C21H23N3O2/c1-15-18(19-4-2-3-5-20(19)23-15)12-13-22-14-17-8-6-16(7-9-17)10-11-21(25)24-26/h2-11,22-23,26H,12-14H2,1H3,(H,24,25)",FPOHNWQLNRZRFC-UHFFFAOYSA-N,CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)C=CC(=O)NO,,,Selleck Chemicals,,,,,,,2016-04-04
10264-101-1,10264,Methotrexate,Rheumatrex; Trexall; Amethopterin; MTX,LSM-5690,126941,,34259,454.17,"InChI=1S/C20H22N8O5/c1-28(9-11-8-23-17-15(24-11)16(21)26-20(22)27-17)12-4-2-10(3-5-12)18(31)25-13(19(32)33)6-7-14(29)30/h2-5,8,13H,6-7,9H2,1H3,(H,25,31)(H,29,30)(H,32,33)(H4,21,22,23,26,27)/t13-/m0/s1",FBOZXECLQNJBKD-ZDUSSCGKSA-N,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,,,Tocris,,454.440000,,,,,2017-05-09
10265-101-1,10265,Pevonedistat,MLN 4924; MLN-4924; MLN4924,LSM-6263,16720766,,1231160,443.16,"InChI=1S/C21H25N5O4S/c22-31(28,29)30-11-14-9-15(10-19(14)27)26-8-7-17-20(23-12-24-21(17)26)25-18-6-5-13-3-1-2-4-16(13)18/h1-4,7-8,12,14-15,18-19,27H,5-6,9-11H2,(H2,22,28,29)(H,23,24,25)/t14-,15+,18-,19-/m0/s1",MPUQHZXIXSTTDU-QXGSTGNESA-N,C1CC2=CC=CC=C2[C@H]1NC3=NC=NC4=C3C=CN4[C@@H]5C[C@H]([C@H](C5)O)COS(=O)(=O)N,,,Millenium Pharmaceuticals,,,,,,,2017-05-09
10266-101-1,10266,NSC 663284,,LSM-2042,379077,,,321.09,"InChI=1S/C15H16ClN3O3/c16-11-13(18-4-5-19-6-8-22-9-7-19)15(21)12-10(14(11)20)2-1-3-17-12/h1-3,18H,4-9H2",BMKPVDQDJQWBPD-UHFFFAOYSA-N,C1COCCN1CCNC2=C(C(=O)C3=C(C2=O)N=CC=C3)Cl,,,Tocris,,321.760000,,,,,2016-04-04
10267-101-1,10267,NU6102,,LSM-4287,4566,,,402.15,"InChI=1S/C18H22N6O3S/c19-28(25,26)14-8-6-13(7-9-14)22-18-23-16-15(20-11-21-16)17(24-18)27-10-12-4-2-1-3-5-12/h6-9,11-12H,1-5,10H2,(H2,19,25,26)(H2,20,21,22,23,24)",OWXORKPNCHJYOF-UHFFFAOYSA-N,C1CCC(CC1)COC2=NC(=NC3=C2NC=N3)NC4=CC=C(C=C4)S(=O)(=O)N,,,Enzo Life Sciences,,402.470000,,,,,2016-04-04
